"ID_HEX|TRADUCAO
0x15C6A|Piss
0x15C6B|fubok
0x15C6C|helena
0x15C6D|bomba
0x15C6E|Makar
0x15C6F|Musa
0x15C70|metro
0x15C71|Dongaade
0x15C72|Mondo
0x15C73|Yarm
0x15C74|Yoroleich
0x15C75|linear
0x15C76|Rudost
0x15C77|Lowell
0x15C78|N Gogs
0x15C79|Panon
0x15C7A|anna
0x15C7B|wuhan
0x15C7C|Ginta
0x15C7D|Eldras
0x15C7E|Obelia
0x15C7F|turnip
0x15C80|keyman
0x15C81|Kurtan
0x15C82|Kay
0x15C83|cordoba
0x15C84|thunder
0x15C85|simpson
0x15C86|Slavon
0x15C87|Celsius
0x15C88|soros
0x15C89|Dutt
0x15C8A|Thymine
0x15C8B|Twit
0x15C8C|davis
0x15C8D|tronoa
0x15C8E|nadras
0x15C8F|Nikita
0x15C90|Nuralich
0x15C91|Nero
0x15C92|Nokku
0x15C93|heinz
0x15C94|pit
0x15C95|bourbon
0x15C96|hernia
0x15C97|porteau
0x15C98|medallion
0x15C99|moon shear
0x15C9A|mendoza
0x15C9B|Monica
0x15C9C|Yadel
0x15C9D|Uriel
0x15C9E|Job
0x15C9F|Yagor
0x15CA0|Rigbeida
0x15CA1|Rummenigge
0x15CA2|lotus root
0x15CA3|Rosanna
0x15CA4|G. Pizarro
0x15CA5|Brenda
0x15CA6|brad
0x15CA7|Salam
0x15CA8|nadine
0x15CA9|Yakkin
0x15CAA|fiona
0x15CAB|Vater
0x15CAC|Miriam
0x15CAD|Abad
0x15CAE|Avène
0x15CAF|Zotto
0x15CB0|nana
0x15CB1|Loppa
0x15CB2|Shimama
0x15CB3|rear
0x15CB4|Emile
0x15CB5|Simone
0x15CB6|Eny
0x15CB7|Honeen
0x15CB8|nice
0x15CB9|ned
0x15CBA|honey
0x15CBB|Karen
0x15CBC|minos
0x15CBD|Gida
0x15CBE|May
0x15CBF|Warift
0x15CC0|ply
0x15CC1|Han
0x15CC2|lagos
0x15CC3|vivian
0x15CC4|simon
0x15CC5|Hastur
0x15CC6|player
0x15CC7|Zenny
0x15CC8|Karak
0x15CC9|Mies
0x15CCA|Sophie
0x15CCB|Wanze
0x15CCC|mickey
0x15CCD|Kyrie
0x15CCE|quat
0x15CCF|negant
0x15CD0|pinapina
0x15CD1|como
0x15CD2|Lindon
0x15CD3|greg
0x15CD4|nancy
0x15CD5|Polly
0x15CD6|john
0x15CD7|Shiro
0x15CD8|bridget
0x15CD9|Humbar
0x15CDA|flora
0x15CDB|curl
0x15CDC|Mougyu
0x15CDD|gray
0x15CDE|marl
0x15CDF|Tosaka
0x15CE0|can-can
0x15CE1|Hamill
0x15CE2|Kaza
0x15CE3|Reviro
0x15CE4|Ecco
0x15CE5|Butchy
0x15CE6|Ira
0x15CE7|Sur
0x15CE8|skit
0x15CE9|coette
0x15CEA|Saburo
0x15CEB|Shishir
0x15CEC|ribbon
0x15CED|Tetsu
0x15CEE|carmel
0x15CEF|geronimo
0x15CF0|senior
0x15CF1|Kenken
0x15CF2|papaya
0x15CF3|Alazan
0x15CF4|Thalia
0x15CF5|jack
0x15CF6|page
0x15CF7|ronald
0x15CF8|clark
0x15CF9|kink
0x15CFA|Ledelia
0x15CFB|Evita
0x15CFC|Aiwas
0x15CFD|wrinkled
0x15CFE|Aslan
0x15CFF|graham
0x15D00|hoix
0x15D01|Mamitan
0x15D02|weight
0x15D03|surge
0x15D04|hittemoni
0x15D05|Berorin
0x15D06|Dandong
0x15D07|Would you like to tell this person about Medal King's Castle?
0x15D08|Would you like to tell this person about <TOWN>?
0x15D09|To the west of here, in the country of Santheim, the people in the castle have disappeared and still haven't returned...
0x15D0A|Bly: I hope the king is safe. You Despicaro! Use your terrible hands!
0x15D0B|Alina: “Father...everyone...
0x15D0C|Hoffman: There are so many inns all over the world. I can't lose to them either!
0x15D0D|Ryan: ``The food at this inn was pretty good! Hmm! I remember it.
0x15D0E|Torneko: ``If you make a little more work on the interior, it could turn into a stylish inn, but...''
0x15D0F|none
0x15D10|Imru's prison
0x15D11|mysterious crater
0x15D12|Blanca
0x15D13|The Inn of Judgment
0x15D14|Kitsunegahara
0x15D15|Bonmor prison
0x15D16|Lake Nava
0x15D17|Anail
0x15D18|Havaria
0x15D19|Atemt
0x15D1A|The prophecy of the cape
0x15D1B|Saran
0x15D1C|Tempe
0x15D1D|Frenor
0x15D1E|royal tombs
0x15D1F|Endor
0x15D20|Endor checkpoint
0x15D21|Santheim Checkpoint
0x15D22|conan berry
0x15D23|Mintos
0x15D24|montbarbara
0x15D25|Stan Ciara
0x15D26|Imru
0x15D27|Butland
0x15D28|A well on the outskirts of the village
0x15D29|gardenburg
0x15D2A|seaside village
0x15D2B|riverside
0x15D2C|got side
0x15D2D|Castle of the Medal King
0x15D2E|lake tower
0x15D2F|twitter tower
0x15D30|raster
0x15D31|goluei
0x15D32|cecil
0x15D33|Pippin
0x15D34|luna
0x15D35|Salil
0x15D36|Encha
0x15D37|burano
0x15D38|Pal
0x15D39|o'neil
0x15D3A|boggart
0x15D3B|Korogoro
0x15D3C|walk
0x15D3D|Piana
0x15D3E|Govan
0x15D3F|Remy
0x15D40|Doston
0x15D41|shunk
0x15D42|madria
0x15D43|Puki
0x15D44|clovis
0x15D45|linda
0x15D46|Cyan
0x15D47|lulmy
0x15D48|pelaos
0x15D49|ladies
0x15D4A|puggle
0x15D4B|marine
0x15D4C|reckitt
0x15D4D|Blanc
0x15D4E|Galant
0x15D4F|Rats
0x15D50|Mont
0x15D51|Cordon
0x15D52|Harad
0x15D53|Mesamucho
0x15D54|Kukuru
0x15D55|casa
0x15D56|Misabella
0x15D57|Will
0x15D58|Yanimock
0x15D59|hack
0x15D5A|Killes
0x15D5B|Ellen
0x15D5C|Yumina
0x15D5D|waldner
0x15D5E|Yolei
0x15D5F|rodeo
0x15D60|Leon
0x15D61|Charmy
0x15D62|pegaso
0x15D63|Liju
0x15D64|seeds
0x15D65|birria
0x15D66|Slaot
0x15D67|stead
0x15D68|Soldonia
0x15D69|Couver
0x15D6A|leche
0x15D6B|angela
0x15D6C|Capeccia
0x15D6D|Zorac
0x15D6E|Bedon
0x15D6F|polleria
0x15D70|Uruesu
0x15D71|Naniwa
0x15D72|Tigos
0x15D73|Grent
0x15D74|ronson
0x15D75|Liebert
0x15D76|Leia
0x15D77|pinky
0x15D78|george
0x15D79|Rakunon
0x15D7A|Tegler
0x15D7B|neumann
0x15D7C|Lordom
0x15D7D|Tumu
0x15D7E|Lunch
0x15D7F|Shan
0x15D80|sheddock
0x15D81|Ranzar
0x15D82|Richelle
0x15D83|Newman
0x15D84|Zokey
0x15D85|Slapino
0x15D86|Tybok
0x15D87|Nyanya
0x15D88|Gyoro
0x15D89|Peaky
0x15D8A|Won
0x15D8B|Luzon
0x15D8C|Polaris
0x15D8D|bart
0x15D8E|Honaji
0x15D8F|Elsa
0x15D90|robin
0x15D91|Ali
0x15D92|noel
0x15D93|Riviera
0x15D94|kigney
0x15D95|Kodi
0x15D96|coogan
0x15D97|anthony
0x15D98|bouquet
0x15D99|doris
0x15D9A|Milon
0x15D9B|Huey
0x15D9C|Hannes
0x15D9D|chloe
0x15D9E|Matthew
0x15D9F|barrel
0x15DA0|Dino
0x15DA1|Aine
0x15DA2|Kleine
0x15DA3|nahattom
0x15DA4|bone
0x15DA5|Malenkov
0x15DA6|Meville
0x15DA7|Alloa
0x15DA8|ines
0x15DA9|weenie
0x15DAA|evans
0x15DAB|goofy
0x15DAC|kennel
0x15DAD|coppola
0x15DAE|samuel
0x15DAF|Susanna
0x15DB0|zebra
0x15DB1|Sodan
0x15DB2|tarkov
0x15DB3|Chin
0x15DB4|Kokko
0x15DB5|thomas
0x15DB6|Nasda
0x15DB7|Nunus
0x15DB8|Nevan
0x15DB9|Nora
0x15DBA|Harris
0x15DBB|hickson
0x15DBC|Francois
0x15DBD|behoimin
0x15DBE|hogan
0x15DBF|Lloyd
0x15DC0|kenneth
0x15DC1|tim
0x15DC2|Alan
0x15DC3|void
0x15DC4|serie
0x15DC5|bailey
0x15DC6|stanley
0x15DC7|birkin
0x15DC8|besson
0x15DC9|cunningham
0x15DCA|moorcock
0x15DCB|margaux
0x15DCC|kelly
0x15DCD|marrone
0x15DCE|Foison
0x15DCF|Farrah
0x15DD0|crampons
0x15DD1|Edouard
0x15DD2|Slackid
0x15DD3|gams
0x15DD4|Gantz
0x15DD5|Lionel
0x15DD6|Genet
0x15DD7|Yet
0x15DD8|Agri
0x15DD9|isabel
0x15DDA|Udonge
0x15DDB|ecru
0x15DDC|olsen
0x15DDD|kyle
0x15DDE|Geen
0x15DDF|Claire
0x15DE0|Georg
0x15DE1|Connie
0x15DE2|Sam
0x15DE3|Syria
0x15DE4|susan
0x15DE5|social
0x15DE6|Thanatos
0x15DE7|Chobin
0x15DE8|Tsar
0x15DE9|Domingo
0x15DEA|Nanya
0x15DEB|Nursuke
0x15DEC|nelson
0x15DED|noroin
0x15DEE|Piss
0x15DEF|fubok
0x15DF0|helena
0x15DF1|bomba
0x15DF2|Makar
0x15DF3|Musa
0x15DF4|metro
0x15DF5|Dongaade
0x15DF6|Mondo
0x15DF7|Yarm
0x15DF8|Yoroleich
0x15DF9|linear
0x15DFA|Rudost
0x15DFB|Lowell
0x15DFC|N Gogs
0x15DFD|Panon
0x15DFE|anna
0x15DFF|wuhan
0x15E00|Ginta
0x15E01|Eldras
0x15E02|Obelia
0x15E03|turnip
0x15E04|keyman
0x15E05|Kurtan
0x15E06|Kay
0x15E07|cordoba
0x15E08|thunder
0x15E09|simpson
0x15E0A|Slavon
0x15E0B|Celsius
0x15E0C|soros
0x15E0D|Dutt
0x15E0E|Thymine
0x15E0F|Twit
0x15E10|davis
0x15E11|tronoa
0x15E12|nadras
0x15E13|Nikita
0x15E14|Nuralich
0x15E15|Nero
0x15E16|Nokku
0x15E17|heinz
0x15E18|pit
0x15E19|bourbon
0x15E1A|hernia
0x15E1B|porteau
0x15E1C|medallion
0x15E1D|moon shear
0x15E1E|mendoza
0x15E1F|Monica
0x15E20|Yadel
0x15E21|Uriel
0x15E22|Job
0x15E23|Yagor
0x15E24|Rigbeida
0x15E25|Rummenigge
0x15E26|lotus root
0x15E27|Rosanna
0x15E28|G. Pizarro
0x15E29|Brenda
0x15E2A|brad
0x15E2B|Salam
0x15E2C|nadine
0x15E2D|Yakkin
0x15E2E|fiona
0x15E2F|Vater
0x15E30|Miriam
0x15E31|Abad
0x15E32|Avène
0x15E33|Zotto
0x15E34|nana
0x15E35|Loppa
0x15E36|Shimama
0x15E37|rear
0x15E38|Emile
0x15E39|Simone
0x15E3A|Eny
0x15E3B|Honeen
0x15E3C|nice
0x15E3D|ned
0x15E3E|honey
0x15E3F|Karen
0x15E40|minos
0x15E41|Gida
0x15E42|May
0x15E43|Warift
0x15E44|ply
0x15E45|Han
0x15E46|lagos
0x15E47|vivian
0x15E48|simon
0x15E49|Hastur
0x15E4A|player
0x15E4B|Zenny
0x15E4C|Karak
0x15E4D|Mies
0x15E4E|Sophie
0x15E4F|Wanze
0x15E50|mickey
0x15E51|Kyrie
0x15E52|quat
0x15E53|negant
0x15E54|pinapina
0x15E55|como
0x15E56|Lindon
0x15E57|greg
0x15E58|nancy
0x15E59|Polly
0x15E5A|john
0x15E5B|Shiro
0x15E5C|bridget
0x15E5D|Humbar
0x15E5E|flora
0x15E5F|curl
0x15E60|Mougyu
0x15E61|gray
0x15E62|marl
0x15E63|Tosaka
0x15E64|can-can
0x15E65|Hamill
0x15E66|Kaza
0x15E67|Reviro
0x15E68|Ecco
0x15E69|Butchy
0x15E6A|Ira
0x15E6B|Sur
0x15E6C|skit
0x15E6D|coette
0x15E6E|Saburo
0x15E6F|Shishir
0x15E70|ribbon
0x15E71|Tetsu
0x15E72|carmel
0x15E73|geronimo
0x15E74|senior
0x15E75|Kenken
0x15E76|papaya
0x15E77|Alazan
0x15E78|Thalia
0x15E79|jack
0x15E7A|page
0x15E7B|ronald
0x15E7C|clark
0x15E7D|kink
0x15E7E|Ledelia
0x15E7F|Evita
0x15E80|Aiwas
0x15E81|wrinkled
0x15E82|Aslan
0x15E83|graham
0x15E84|hoix
0x15E85|Mamitan
0x15E86|weight
0x15E87|surge
0x15E88|hittemoni
0x15E89|Berorin
0x15E8A|Dandong
0x15E8B|Would you like to tell this person about Medal King's Castle?
0x15E8C|-
0x15E8D|-
0x15E8E|Would you like to tell me that?
0x15E8F|The stone statue of the wise man is cracked here and there.
0x15E90|Ryan: Hmm. Why aren't there any soldiers at this checkpoint?
0x15E91|Clift: "God, what will happen to our country? The king and the castle..." Clift: "At least the princess, Clift, must protect her no matter what. God, save her.
0x15E92|Alina: ``...There's no one there. It's just like a castle.
0x15E93|Torneko: ``A travel door is a convenient thing. It will make doing business a lot easier!
0x15E94|Manya: Haha. That journey door actually led to that place!
0x15E95|none
0x15E96|Imru's prison
0x15E97|mysterious crater
0x15E98|Blanca
0x15E99|The Inn of Judgment
0x15E9A|Kitsunegahara
0x15E9B|Bonmor prison
0x15E9C|Lake Nava
0x15E9D|Anail
0x15E9E|Havaria
0x15E9F|Atemt
0x15EA0|The prophecy of the cape
0x15EA1|Saran
0x15EA2|Tempe
0x15EA3|Frenor
0x15EA4|royal tombs
0x15EA5|Endor
0x15EA6|Endor checkpoint
0x15EA7|Santheim Checkpoint
0x15EA8|conan berry
0x15EA9|Mintos
0x15EAA|montbarbara
0x15EAB|Stan Ciara
0x15EAC|Imru
0x15EAD|Butland
0x15EAE|A well on the outskirts of the village
0x15EAF|gardenburg
0x15EB0|seaside village
0x15EB1|riverside
0x15EB2|got side
0x15EB3|Castle of the Medal King
0x15EB4|lake tower
0x15EB5|twitter tower
0x15EB6|raster
0x15EB7|goluei
0x15EB8|cecil
0x15EB9|Pippin
0x15EBA|luna
0x15EBB|Salil
0x15EBC|Encha
0x15EBD|burano
0x15EBE|Pal
0x15EBF|o'neil
0x15EC0|boggart
0x15EC1|Korogoro
0x15EC2|walk
0x15EC3|Piana
0x15EC4|Govan
0x15EC5|Remy
0x15EC6|Doston
0x15EC7|shunk
0x15EC8|madria
0x15EC9|Puki
0x15ECA|clovis
0x15ECB|linda
0x15ECC|Cyan
0x15ECD|lulmy
0x15ECE|pelaos
0x15ECF|ladies
0x15ED0|puggle
0x15ED1|marine
0x15ED2|reckitt
0x15ED3|Blanc
0x15ED4|Galant
0x15ED5|Rats
0x15ED6|Mont
0x15ED7|Cordon
0x15ED8|Harad
0x15ED9|Mesamucho
0x15EDA|Kukuru
0x15EDB|casa
0x15EDC|Misabella
0x15EDD|Will
0x15EDE|Yanimock
0x15EDF|hack
0x15EE0|Killes
0x15EE1|Ellen
0x15EE2|Yumina
0x15EE3|waldner
0x15EE4|Yolei
0x15EE5|rodeo
0x15EE6|Leon
0x15EE7|Charmy
0x15EE8|pegaso
0x15EE9|Liju
0x15EEA|seeds
0x15EEB|birria
0x15EEC|Slaot
0x15EED|stead
0x15EEE|Soldonia
0x15EEF|Couver
0x15EF0|leche
0x15EF1|angela
0x15EF2|Capeccia
0x15EF3|Zorac
0x15EF4|Bedon
0x15EF5|polleria
0x15EF6|Uruesu
0x15EF7|Naniwa
0x15EF8|Tigos
0x15EF9|Grent
0x15EFA|ronson
0x15EFB|Liebert
0x15EFC|Leia
0x15EFD|pinky
0x15EFE|george
0x15EFF|Rakunon
0x15F00|Tegler
0x15F01|neumann
0x15F02|Lordom
0x15F03|Tumu
0x15F04|Lunch
0x15F05|Shan
0x15F06|sheddock
0x15F07|Ranzar
0x15F08|Richelle
0x15F09|Newman
0x15F0A|Zokey
0x15F0B|Slapino
0x15F0C|Tybok
0x15F0D|Nyanya
0x15F0E|Gyoro
0x15F0F|Peaky
0x15F10|Won
0x15F11|Luzon
0x15F12|Polaris
0x15F13|bart
0x15F14|Honaji
0x15F15|Elsa
0x15F16|robin
0x15F17|Ali
0x15F18|noel
0x15F19|Riviera
0x15F1A|kigney
0x15F1B|Kodi
0x15F1C|coogan
0x15F1D|anthony
0x15F1E|bouquet
0x15F1F|doris
0x15F20|Milon
0x15F21|Huey
0x15F22|Hannes
0x15F23|chloe
0x15F24|Matthew
0x15F25|barrel
0x15F26|Dino
0x15F27|Aine
0x15F28|Kleine
0x15F29|nahattom
0x15F2A|bone
0x15F2B|Malenkov
0x15F2C|Meville
0x15F2D|Alloa
0x15F2E|ines
0x15F2F|weenie
0x15F30|evans
0x15F31|goofy
0x15F32|kennel
0x15F33|coppola
0x15F34|samuel
0x15F35|Susanna
0x15F36|zebra
0x15F37|Sodan
0x15F38|tarkov
0x15F39|Chin
0x15F3A|Kokko
0x15F3B|thomas
0x15F3C|Nasda
0x15F3D|Nunus
0x15F3E|Nevan
0x15F3F|Nora
0x15F40|Harris
0x15F41|hickson
0x15F42|Francois
0x15F43|behoimin
0x15F44|hogan
0x15F45|Lloyd
0x15F46|kenneth
0x15F47|tim
0x15F48|Alan
0x15F49|void
0x15F4A|serie
0x15F4B|bailey
0x15F4C|stanley
0x15F4D|birkin
0x15F4E|besson
0x15F4F|cunningham
0x15F50|moorcock
0x15F51|margaux
0x15F52|kelly
0x15F53|marrone
0x15F54|Foison
0x15F55|Farrah
0x15F56|crampons
0x15F57|Edouard
0x15F58|Slackid
0x15F59|gams
0x15F5A|Gantz
0x15F5B|Lionel
0x15F5C|Genet
0x15F5D|Yet
0x15F5E|Agri
0x15F5F|isabel
0x15F60|Udonge
0x15F61|ecru
0x15F62|olsen
0x15F63|kyle
0x15F64|Geen
0x15F65|Claire
0x15F66|Georg
0x15F67|Connie
0x15F68|Sam
0x15F69|Syria
0x15F6A|susan
0x15F6B|social
0x15F6C|Thanatos
0x15F6D|Chobin
0x15F6E|Tsar
0x15F6F|Domingo
0x15F70|Nanya
0x15F71|Nursuke
0x15F72|nelson
0x15F73|noroin
0x15F74|Piss
0x15F75|fubok
0x15F76|helena
0x15F77|bomba
0x15F78|Makar
0x15F79|Musa
0x15F7A|metro
0x15F7B|Dongaade
0x15F7C|Mondo
0x15F7D|Yarm
0x15F7E|Yoroleich
0x15F7F|linear
0x15F80|Rudost
0x15F81|Lowell
0x15F82|N Gogs
0x15F83|Panon
0x15F84|anna
0x15F85|wuhan
0x15F86|Ginta
0x15F87|Eldras
0x15F88|Obelia
0x15F89|turnip
0x15F8A|keyman
0x15F8B|Kurtan
0x15F8C|Kay
0x15F8D|cordoba
0x15F8E|thunder
0x15F8F|simpson
0x15F90|Slavon
0x15F91|Celsius
0x15F92|soros
0x15F93|Dutt
0x15F94|Thymine
0x15F95|Twit
0x15F96|davis
0x15F97|tronoa
0x15F98|nadras
0x15F99|Nikita
0x15F9A|Nuralich
0x15F9B|Nero
0x15F9C|Nokku
0x15F9D|heinz
0x15F9E|pit
0x15F9F|bourbon
0x15FA0|hernia
0x15FA1|porteau
0x15FA2|medallion
0x15FA3|moon shear
0x15FA4|mendoza
0x15FA5|Monica
0x15FA6|Yadel
0x15FA7|Uriel
0x15FA8|Job
0x15FA9|Yagor
0x15FAA|Rigbeida
0x15FAB|Rummenigge
0x15FAC|lotus root
0x15FAD|Rosanna
0x15FAE|G. Pizarro
0x15FAF|Brenda
0x15FB0|brad
0x15FB1|Salam
0x15FB2|nadine
0x15FB3|Yakkin
0x15FB4|fiona
0x15FB5|Vater
0x15FB6|Miriam
0x15FB7|Abad
0x15FB8|Avène
0x15FB9|Zotto
0x15FBA|nana
0x15FBB|Loppa
0x15FBC|Shimama
0x15FBD|rear
0x15FBE|Emile
0x15FBF|Simone
0x15FC0|Eny
0x15FC1|Honeen
0x15FC2|nice
0x15FC3|ned
0x15FC4|honey
0x15FC5|Karen
0x15FC6|minos
0x15FC7|Gida
0x15FC8|May
0x15FC9|Warift
0x15FCA|ply
0x15FCB|Han
0x15FCC|lagos
0x15FCD|vivian
0x15FCE|simon
0x15FCF|Hastur
0x15FD0|player
0x15FD1|Zenny
0x15FD2|Karak
0x15FD3|Mies
0x15FD4|Sophie
0x15FD5|Wanze
0x15FD6|mickey
0x15FD7|Kyrie
0x15FD8|quat
0x15FD9|negant
0x15FDA|pinapina
0x15FDB|como
0x15FDC|Lindon
0x15FDD|greg
0x15FDE|nancy
0x15FDF|Polly
0x15FE0|john
0x15FE1|Shiro
0x15FE2|bridget
0x15FE3|Humbar
0x15FE4|flora
0x15FE5|curl
0x15FE6|Mougyu
0x15FE7|gray
0x15FE8|marl
0x15FE9|Tosaka
0x15FEA|can-can
0x15FEB|Hamill
0x15FEC|Kaza
0x15FED|Reviro
0x15FEE|Ecco
0x15FEF|Butchy
0x15FF0|Ira
0x15FF1|Sur
0x15FF2|skit
0x15FF3|coette
0x15FF4|Saburo
0x15FF5|Shishir
0x15FF6|ribbon
0x15FF7|Tetsu
0x15FF8|carmel
0x15FF9|geronimo
0x15FFA|senior
0x15FFB|Kenken
0x15FFC|papaya
0x15FFD|Alazan
0x15FFE|Thalia
0x15FFF|jack
0x16000|page
0x16001|ronald
0x16002|clark
0x16003|kink
0x16004|Ledelia
0x16005|Evita
0x16006|Aiwas
0x16007|wrinkled
0x16008|Aslan
0x16009|graham
0x1600A|hoix
0x1600B|Mamitan
0x1600C|weight
0x1600D|surge
0x1600E|hittemoni
0x1600F|Berorin
0x16010|Dandong
0x16011|Would you like to tell this person about Medal King's Castle?
0x16012|Would you like to tell this person about <TOWN>?
0x16013|The stone statue of the wise man is cracked here and there.
0x16014|Ryan: Hmm. Why aren't there any soldiers at this checkpoint?
0x16015|Clift: "God, what will happen to our country? The king and the castle..." Clift: "At least the princess, Clift, must protect her no matter what. God, save her.
0x16016|Alina: ``...There's no one there. It's just like a castle.
0x16017|Toruneko: “The door to travel will become much easier to sell!”
0x16018|Manya: Haha. That journey door actually led to that place!
0x16019|Hey, isn't that Torneko-san? ? Were you alive? Good...yeah.
0x1601A|If you meet someone called Toruneko, the traveler will tell you that this old man was worried about you.
0x1601B|Torneko is an amazing guy who could dig a tunnel like this.
0x1601C|Leave the coins in your name at the casino! Congratulations!
0x1601D|congratulations! You are the 1000th person since this tunnel opened! Therefore, you will receive a magnificent prize from King Endor! Endor Casino Coin <GOLD>Gold
0x1601E|But! Leave the coins in your name at the casino! Congratulations!
0x1601F|This is the tunnel that connects Endor to the west and Blanca to the east.
0x16020|It's a statue of a wise man with a fierce and chaotic appearance.
0x16021|Toruneko: ``That old man was the one who worked with me to get the tunnel opened.'' Toruneko: ``I had no idea he was still living here even after the tunnel was opened.''
0x16022|Bligh: "Hmmm, casino coins? This is another troublesome thing. Bligh: You can't take the princess to the casino! Casinos are the first step to becoming a delinquent.
0x16023|Ryan: ``Oh, casino coins. Well, maybe you should play at the casino once in a while.''
0x16024|It might be a good idea to
0x16025|Torneko: "Are we the 1,000th person? Oshii: If only we had paid the toll..." Torneko: "Oops, that's just a joke. I'm not too mad about it either.
0x16026|Manya: ``I did it! What a great day today. Let's go straight to the casino now!
0x16027|Torneko: "No, Minea-san, I didn't come until you told me to charge a toll.
0x16028|Minea: Mr. Torneko must be regretting that he would have made a considerable profit if he had collected the tunnel toll.
0x16029|Ryan: ``Even though you're a merchant, you do something for people for free.'' Toruneko is a mirror image of a merchant.
0x1602A|Torneko: “I can’t believe he’s such a great guy.
0x1602B|Shisune: It's annoying to be judged.
0x1602C|Hoffman: If you're just a merchant, there's no need to dig a tunnel. Who are you, Torneko?
0x1602D|Minea: That can't be true! Mr. Torneko was the one who raised the funds to dig this place.
0x1602E|Manya: Is it true that Torneko dug this tunnel by herself?
0x1602F|Manya: “If we expand this cave and turn it into a casino, we can make a lot of money! What do you think? That must be a great idea.
0x16030|Minea: ``Before I met <HERO>, even though I asked her to go to Blanca from here, she was reluctant. Minea: ``Why? There's a casino in Endor, so she doesn't want to leave.
0x16031|Torneko
0x16032|Before I met you, I was desperately saving money to open this tunnel.
0x16033|Pizarro: ``What on earth are you trying to make me do by bringing me to a place like this?
0x16034|Minea: ``There are many things in this world that cannot be grasped with human knowledge. Minea: This is one of them.
0x16035|Manya: ``Huh...'' Looks like we have a long way to go. I'm already tired.
0x16036|Torneko: "Hmph. I can smell the treasure. I'm sure it's in the back...
0x16037|Bligh: What is it like here? Strange things have happened there.
0x16038|Clift: Hmm! There's something sinister about it. Is it okay for me to come into a place like this?
0x16039|Alina: ``It's kind of exciting! I feel like a new adventure is about to begin.''
0x1603A|Ryan: ``Exactly! It's surprising that the bottom of the hole looks like this!''
0x1603B|Pizarro: ``What on earth are you trying to make me do by bringing me to a place like this?
0x1603C|Minea: ``There are many things in this world that cannot be grasped with human knowledge. Minea: This is one of them.
0x1603D|Manya: ``Huh...'' Looks like we have a long way to go. I'm already tired.
0x1603E|Torneko: "Hmph. I can smell the treasure. I'm sure it's in the back...
0x1603F|Bligh: What is it like here? Strange things have happened there.
0x16040|Clift: Hmm! There's something sinister about it. Is it okay for me to come into a place like this?
0x16041|Alina: ``It's kind of exciting! I feel like a new adventure is about to begin.''
0x16042|Ryan: ``Exactly! It's surprising that the bottom of the hole looks like this!''
0x16043|Yono
0x16044|child
0x16045|Pissarro: “Like this
0x16046|brain
0x16047|Please come
0x16048|Irin!
0x16049|Tashota
0x1604A|The
0x1604B|Uto
0x1604C|Na
0x1604D|is!
0x1604E|Na
0x1604F|nofu
0x16050|but!
0x16051|
0x16052|debt
0x16053|circle
0x16054|child
0x16055|“I-.
0x16056|
0x16057|Utogaitesan place
0x16058|Mama
0x16059|. evil
0x1605A|Nooresonoto
0x1605B|Hmm, Yoko. . stomach
0x1605C|“Fuuuuuuuuuuuuuuuuuuuuuuuuu
0x1605D|Mi
0x1605E|Where is it? Ma
0x1605F|Na
0x16060|This is evil
0x16061|Tokoro
0x16062|! Jiji
0x16063|. “Hmph.
0x16064|Forecast
0x16065|Fugashima
0x16066|. tree
0x16067|Toyo
0x16068|Miji
0x16069|～Danji
0x1606A|Let's try hard
0x1606B|Fushi
0x1606C|Kotore
0x1606D|Inanji
0x1606E|Run. . Noyo
0x1606F|Toshii
0x16070|Tano
0x16071|evil spirit
0x16072|I have a feeling it's going to be rough
0x16073|
0x16074|Ruda ``.
0x16075|yeah!
0x16076|~ and
0x16077|Na
0x16078|Kisa
0x16079|I-rewa
0x1607A|Manyaru wa
0x1607B|Strain
0x1607C|! Continued. Top
0x1607D|. fire
0x1607E|Yeah, that's what I expected
0x1607F|Iga
0x16080|With a hole. . Kiko “Ma
0x16081|Stay!
0x16082|Ru
0x16083|But this is how it is! ""evil
0x16084|Shio
0x16085|Manya
0x16086|
0x16087|That's right
0x16088|Pissarro: ``A water cave...I don't care.''
0x16089|Minea: ``When I'm floating on the water, I feel so good.'' It's like, ``That's because life was born from the water.''
0x1608A|Torneko: Hate... I think I went into a cave similar to this one before...
0x1608B|Bligh: ``It's so much easier when you're on a raft and you don't have to walk.
0x1608C|Clift: ``Aww... the raft... please don't shake it too much.
0x1608D|Alina: ``Huh. I don't think the raft is bad either. It's a bit new, isn't it?
0x1608E|Ryan: ``Hmm! It's amazing to be on a raft in a place like this.
0x1608F|Pissarro: ……………… Pissarro: ……………… Pissarro: Huh? Did you say something? Sorry. I was just thinking about something.
0x16090|Minea: ``We've been on a journey for quite some time.'' Minea: ``But there will come a time when that will all come to an end. Now, let's go.''
0x16091|Manya: ``It looks like we have a long way to go.If we're going to go back, it's now.
0x16092|Torneko: ``This makes me sweat more than I expected.It's hot and hot.
0x16093|Bly: ``Wow, I'm tired. Could you please walk more slowly?'' I grumbled.
0x16094|Clift: “Hmm. Which way do you want to go? What do you mean?
0x16095|Do you mean it?
0x16096|Implicit Torneko coming. That doesn't mean it is. Now, let's go!
0x16097|Ryan: ``This place is surprisingly spacious. We have to be careful not to get lost!
0x16098|Pissarro: ……………… Pissarro: ……………… Pissarro: Huh? Did you say something? Sorry. I was just thinking about something.
